id,group,site,mound,grave,name,raion,oblast,latitude,longitude,interment,sex,age,grave_type,shaft,gangway,steps,dromos,entrance_screen,boards,organic_lining,body_position,leg_position,ochre,charcoal,chalk,fire,mask,tar,animal_bones,axe_hammer,macehead,arrowhead,spearhead,bow,bronze_knife,bola,wooden_javelin,polishing_plate,arrow_straightener,awl,grindstone,scraper,punch,hammerstone,perforator,casting_mould,tuyere,digging_tool,adze,melting_pot,flint_knife,wooden_cup,wooden_bowl,pottery,body_ornament
388,Ingul,Privolnoie,1,3,Privolnoie 1/3,Bashtankiy,Mykolaiv,47.49,32.29,single,NA,NA,pit with niche,circular,absent,present,present,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
389,Ingul,Privolnoie,1,16(18),Privolnoie 1/16(18),Bashtankiy,Mykolaiv,47.49,32.29,twin,NA,NA,pit with niche,circular,absent,absent,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
390,Ingul,Privolnoie,1,21(23),Privolnoie 1/21(23),Bashtankiy,Mykolaiv,47.49,32.29,cenotaph,NA,NA,pit with niche,circular,absent,present,present,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
391,Ingul,Privolnoie,1,23(26),Privolnoie 1/23(26),Bashtankiy,Mykolaiv,47.49,32.29,single,NA,juvenile,pit with niche,circular,absent,absent,present,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
392,Ingul,Privolnoie,1,28(30),Privolnoie 1/28(30),Bashtankiy,Mykolaiv,47.49,32.29,single,female,adult,pit with niche,circular,absent,present,present,absent,absent,present,supine,extended,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
393,Ingul,Privolnoie,2,10,Privolnoie 2/10,Bashtankiy,Mykolaiv,47.49,32.29,twin,NA,NA,pit with niche,circular,absent,present,present,absent,absent,present,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
394,Ingul,Privolnoie,2,26,Privolnoie 2/26,Bashtankiy,Mykolaiv,47.49,32.29,single,male,adult,pit,absent,absent,absent,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
395,Ingul,Privolnoie,2,27,Privolnoie 2/27,Bashtankiy,Mykolaiv,47.49,32.29,twin,NA,NA,pit with niche,circular,absent,absent,absent,stelae,absent,present,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
396,Ingul,Privolnoie,4,8,Privolnoie 4/8,Bashtankiy,Mykolaiv,47.49,32.29,single,NA,adult,pit,absent,absent,absent,absent,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
397,Ingul,Privolnoie,4,25,Privolnoie 4/25,Bashtankiy,Mykolaiv,47.49,32.29,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
398,Ingul,Privolnoie,4,29,Privolnoie 4/29,Bashtankiy,Mykolaiv,47.49,32.29,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
399,Ingul,Sofievka,1,10,Sofievka 1/10,Bashtankiy,Mykolaiv,47.69,32.36,single,NA,adult,NA,NA,absent,absent,absent,present,absent,absent,supine,extended,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
400,Ingul,Sofievka,1,12,Sofievka 1/12,Bashtankiy,Mykolaiv,47.69,32.36,single,NA,NA,pit with niche,h elliptical,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
401,Ingul,Sokolovka,1,23,Sokolovka 1/23,Bashtankiy,Mykolaiv,47.33,32.93,twin,NA,NA,pit with niche,circular,absent,absent,present,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
402,Ingul,Sokolovka,1,24,Sokolovka 1/24,Bashtankiy,Mykolaiv,47.33,32.93,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,supine,extended,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
403,Ingul,Sokolovka,1,28,Sokolovka 1/28,Bashtankiy,Mykolaiv,47.33,32.93,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
404,Ingul,Sokolovka,2,6,Sokolovka 2/6,Bashtankiy,Mykolaiv,47.33,32.93,cenotaph,NA,NA,catacomb,t elliptical,absent,present,present,absent,absent,present,NA,NA,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
405,Ingul,Sokolovka,2,14,Sokolovka 2/14,Bashtankiy,Mykolaiv,47.33,32.93,twin,NA,NA,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
406,Ingul,Sokolovka,2,17,Sokolovka 2/17,Bashtankiy,Mykolaiv,47.33,32.93,single,NA,adult,catacomb,t elliptical,absent,present,absent,present,absent,present,supine,extended,present,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
407,Ingul,Sokolovka,2,20,Sokolovka 2/20,Bashtankiy,Mykolaiv,47.33,32.93,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
408,Ingul,Sokolovka,2,27,Sokolovka 2/27,Bashtankiy,Mykolaiv,47.33,32.93,single,NA,NA,pit with niche,h rectangular,absent,present,absent,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
409,Ingul,Sokolovka,3,4,Sokolovka 3/4,Bashtankiy,Mykolaiv,47.33,32.93,single,NA,adult,pit with niche,t rectangular,absent,absent,present,present,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
410,Ingul,Sokolovka,3,14,Sokolovka 3/14,Bashtankiy,Mykolaiv,47.33,32.93,single,NA,NA,NA,NA,absent,absent,absent,present,absent,present,NA,NA,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
411,Ingul,Sokolovka,3,21,Sokolovka 3/21,Bashtankiy,Mykolaiv,47.33,32.93,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
412,Ingul,Starorozanovka,1,5,Starorozanovka 1/5,Novobugskiy,Mykolaiv,47.68,32.5,single,NA,adult,NA,NA,absent,absent,absent,present,absent,absent,supine,extended,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
413,Ingul,Starorozanovka,1,9,Starorozanovka 1/9,Novobugskiy,Mykolaiv,47.68,32.5,single,NA,NA,catacomb,t elliptical,absent,present,absent,absent,absent,absent,supine,extended,absent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,present,absent,present,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,present
414,Ingul,Starogorozheno,1,10,Starogorozheno 1/10,Bashtankiy,Mykolaiv,47.5,32.34,collective,NA,NA,NA,NA,absent,absent,absent,stelae,absent,present,NA,NA,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present
415,Ingul,Starogorozheno,1,23,Starogorozheno 1/23,Bashtankiy,Mykolaiv,47.5,32.34,single,NA,adult,catacomb,t elliptical,absent,present,absent,present,absent,absent,supine,bent,present,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
416,Ingul,Starogorozheno,2,8,Starogorozheno 2/8,Bashtankiy,Mykolaiv,47.5,32.34,single,NA,juvenile,NA,NA,absent,present,present,absent,absent,absent,supine,extended,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
417,Ingul,Starogorozheno,2,19,Starogorozheno 2/19,Bashtankiy,Mykolaiv,47.5,32.34,single,NA,juvenile,NA,NA,absent,present,absent,absent,absent,present,supine,extended,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
418,Ingul,Starogorozheno,2,22,Starogorozheno 2/22,Bashtankiy,Mykolaiv,47.5,32.34,single,NA,juvenile,NA,NA,absent,present,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
419,Ingul,Starogorozheno,2,23,Starogorozheno 2/23,Bashtankiy,Mykolaiv,47.5,32.34,single,NA,adult,pit with niche,t rectangular,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
420,Ingul,Starogorozheno,2,24,Starogorozheno 2/24,Bashtankiy,Mykolaiv,47.5,32.34,single,NA,adult,catacomb,t elliptical,absent,present,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
421,Ingul,Starogorozheno,3,4,Starogorozheno 3/4,Bashtankiy,Mykolaiv,47.5,32.34,twin,NA,NA,pit with niche,h elliptical,absent,present,absent,present,absent,absent,NA,NA,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
422,Ingul,Starogorozheno,3,14,Starogorozheno 3/14,Bashtankiy,Mykolaiv,47.5,32.34,twin,NA,NA,NA,NA,absent,absent,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
423,Ingul,Timofeevka,4,9,Timofeevka 4/9,Snigirevskiy,Mykolaiv,47.07,32.8,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
424,Ingul,Timofeevka,4,12,Timofeevka 4/12,Snigirevskiy,Mykolaiv,47.07,32.8,single,NA,NA,pit with niche,h elliptical,absent,present,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
425,Ingul,Timofeevka,4,14,Timofeevka 4/14,Snigirevskiy,Mykolaiv,47.07,32.8,single,NA,NA,NA,NA,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
426,Ingul,Timofeevka,4,16,Timofeevka 4/16,Snigirevskiy,Mykolaiv,47.07,32.8,single,NA,adult,catacomb,t elliptical,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
427,Ingul,Timofeevka,4,17,Timofeevka 4/17,Snigirevskiy,Mykolaiv,47.07,32.8,single,NA,adult,catacomb,t elliptical,absent,absent,absent,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
428,Ingul,Timofeevka,4,18,Timofeevka 4/18,Snigirevskiy,Mykolaiv,47.07,32.8,single,NA,NA,pit with niche,h elliptical,absent,absent,absent,present,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
429,Ingul,Timofeevka,4,25,Timofeevka 4/25,Snigirevskiy,Mykolaiv,47.07,32.8,single,NA,NA,pit with niche,h elliptical,absent,absent,absent,absent,absent,absent,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
430,Ingul,Timofeevka,5,6,Timofeevka 5/6,Snigirevskiy,Mykolaiv,47.07,32.8,twin,NA,NA,NA,NA,absent,absent,absent,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
431,Molochna,Iushanli,1,*,Iushanli 1/*,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,circular,absent,present,present,absent,absent,absent,supine,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
432,Molochna,Iushanli,8,2,Iushanli 8/2,Vasylievka,Zaporozhe,47.43,35.28,single,NA,NA,pit with niche,h rectangular,absent,present,absent,absent,absent,absent,NA,NA,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
433,Molochna,Akkermen I,1,4,Akkermen I 1/4,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,t rectangular,absent,present,absent,absent,absent,present,supine,extended,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
434,Molochna,Akkermen I,1,6,Akkermen I 1/6,Vasylievka,Zaporozhe,47.43,35.28,single,female,adult,pit with niche,h elliptical,absent,present,present,absent,absent,absent,supine,bent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
435,Molochna,Akkermen I,1,7,Akkermen I 1/7,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,h rectangular,absent,present,absent,present,absent,absent,supine,bent,absent,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
436,Molochna,Akkermen I,3,1,Akkermen I 3/1,Vasylievka,Zaporozhe,47.43,35.28,single,NA,juvenile,pit with niche,t rectangular,absent,present,absent,absent,absent,absent,supine,extended,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
437,Molochna,Akkermen I,3,1’,Akkermen I 3/1’,Vasylievka,Zaporozhe,47.43,35.28,single,NA,juvenile,NA,NA,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
438,Molochna,Akkermen I,2,3,Akkermen I 2/3,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,circular,absent,absent,absent,present,absent,absent,supine,bent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
439,Molochna,Akkermen I,4,1,Akkermen I 4/1,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,h rectangular,absent,present,absent,present,absent,absent,supine,bent,present,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
440,Molochna,Akkermen I,4,2,Akkermen I 4/2,Vasylievka,Zaporozhe,47.43,35.28,single,NA,juvenile,pit with niche,h rectangular,absent,present,absent,absent,absent,present,left side,bent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
441,Molochna,Akkermen I,4,3,Akkermen I 4/3,Vasylievka,Zaporozhe,47.43,35.28,single,NA,NA,NA,NA,absent,present,absent,absent,absent,present,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
442,Molochna,Akkermen I,4,5,Akkermen I 4/5,Vasylievka,Zaporozhe,47.43,35.28,collective,NA,NA,pit with niche,h rectangular,absent,present,absent,present,absent,present,NA,NA,present,absent,absent,censer,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
443,Molochna,Akkermen I,5,3,Akkermen I 5/3,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,h rectangular,absent,present,absent,absent,absent,present,supine,extended,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
444,Molochna,Akkermen I,6,1,Akkermen I 6/1,Vasylievka,Zaporozhe,47.43,35.28,single,NA,juvenile,pit with niche,h rectangular,absent,present,absent,present,absent,absent,supine,bent,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
445,Molochna,Akkermen I,6,3,Akkermen I 6/3,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,pit with niche,h rectangular,absent,present,absent,present,absent,present,supine,bent,present,absent,absent,absent,absent,absent,absent,absent,present,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent
446,Molochna,Akkermen I,6,4,Akkermen I 6/4,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
447,Molochna,Akkermen I,7,1,Akkermen I 7/1,Vasylievka,Zaporozhe,47.43,35.28,twin,NA,NA,NA,NA,absent,absent,absent,present,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
448,Molochna,Akkermen I,7,2,Akkermen I 7/2,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,t rectangular,absent,present,present,absent,absent,absent,supine,bent,absent,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
449,Molochna,Akkermen I,7,7,Akkermen I 7/7,Vasylievka,Zaporozhe,47.43,35.28,twin,NA,NA,pit with niche,t rectangular,absent,present,absent,absent,absent,absent,NA,NA,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
450,Molochna,Akkermen I,9,4,Akkermen I 9/4,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,catacomb,t elliptical,absent,present,absent,absent,absent,present,supine,extended,present,absent,absent,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
451,Molochna,Akkermen I,9,6,Akkermen I 9/6,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,NA,NA,absent,present,absent,present,absent,present,supine,bent,present,absent,absent,censer,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present
452,Molochna,Akkermen I,11,1,Akkermen I 11/1,Vasylievka,Zaporozhe,47.43,35.28,single,NA,NA,NA,NA,absent,absent,absent,present,absent,present,supine,bent,absent,absent,absent,censer,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
453,Molochna,Akkermen I,11,2,Akkermen I 11/2,Vasylievka,Zaporozhe,47.43,35.28,twin,NA,NA,catacomb,t elliptical,absent,absent,absent,present,absent,absent,NA,NA,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
454,Molochna,Akkermen I,12,1,Akkermen I 12/1,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,NA,NA,absent,absent,absent,present,absent,absent,supine,bent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
455,Molochna,Akkermen I,12,3,Akkermen I 12/3,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
456,Molochna,Akkermen I,12,5,Akkermen I 12/5,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,h elliptical,absent,present,absent,absent,absent,present,supine,bent,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
457,Molochna,Akkermen I,14,4,Akkermen I 14/4,Vasylievka,Zaporozhe,47.43,35.28,single,NA,juvenile,pit with niche,h elliptical,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
458,Molochna,Akkermen I,14,6,Akkermen I 14/6,Vasylievka,Zaporozhe,47.43,35.28,single,NA,juvenile,pit with niche,circular,absent,absent,present,absent,absent,absent,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
459,Molochna,Akkermen I,14,7,Akkermen I 14/7,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,pit with niche,circular,absent,absent,absent,present,absent,absent,right side,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
