id,group,site,mound,grave,name,raion,oblast,latitude,longitude,interment,sex,age,grave_type,shaft,gangway,steps,dromos,entrance_screen,boards,organic_lining,body_position,leg_position,ochre,charcoal,chalk,fire,mask,tar,animal_bones,axe_hammer,macehead,arrowhead,spearhead,bow,bronze_knife,bola,wooden_javelin,polishing_plate,arrow_straightener,awl,grindstone,scraper,punch,hammerstone,perforator,casting_mould,tuyere,digging_tool,adze,melting_pot,flint_knife,wooden_cup,wooden_bowl,pottery,body_ornament
460,Molochna,Akkermen I,14,10,Akkermen I 14/10,Vasylievka,Zaporozhe,47.43,35.28,single,female,adult,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
461,Molochna,Akkermen I,17,1,Akkermen I 17/1,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,pit with niche,circular,absent,absent,present,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
462,Molochna,Akkermen I,17,2,Akkermen I 17/2,Vasylievka,Zaporozhe,47.43,35.28,twin,NA,NA,NA,NA,absent,absent,absent,absent,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent
463,Molochna,Akkermen I,17,3,Akkermen I 17/3,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present,absent
464,Molochna,Akkermen I,17,4,Akkermen I 17/4,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,pit,absent,absent,present,absent,present,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent
465,Molochna,Akkermen I,18,2,Akkermen I 18/2,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
466,Molochna,Akkermen I,18,3,Akkermen I 18/3,Vasylievka,Zaporozhe,47.43,35.28,twin,NA,NA,catacomb,t elliptical,absent,present,present,absent,absent,present,NA,NA,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
467,Molochna,Akkermen I,19,1,Akkermen I 19/1,Vasylievka,Zaporozhe,47.43,35.28,collective,NA,NA,pit with niche,h elliptical,absent,present,present,present,absent,absent,NA,NA,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
468,Molochna,Akkermen I,20,1,Akkermen I 20/1,Vasylievka,Zaporozhe,47.43,35.28,single,NA,NA,NA,NA,absent,absent,absent,present,absent,present,supine,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
469,Molochna,Akkermen I,20,2,Akkermen I 20/2,Vasylievka,Zaporozhe,47.43,35.28,single,NA,NA,NA,NA,absent,absent,absent,present,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
470,Molochna,Akkermen I,20,5,Akkermen I 20/5,Vasylievka,Zaporozhe,47.43,35.28,single,male,adult,NA,NA,absent,absent,absent,present,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
471,Molochna,Akkermen II,2,1,Akkermen II 2/1,Vasylievka,Zaporozhe,47.43,35.28,single,NA,NA,NA,NA,absent,absent,absent,present,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
472,Molochna,Akkermen II,2,2,Akkermen II 2/2,Vasylievka,Zaporozhe,47.43,35.28,single,NA,juvenile,NA,NA,absent,absent,absent,absent,absent,present,NA,NA,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
473,Molochna,Akkermen II,2,4,Akkermen II 2/4,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
474,Molochna,Akkermen II,3,6,Akkermen II 3/6,Vasylievka,Zaporozhe,47.43,35.28,single,NA,juvenile,NA,NA,absent,absent,absent,absent,absent,present,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
475,Molochna,Akkermen II,4,1,Akkermen II 4/1,Vasylievka,Zaporozhe,47.43,35.28,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,supine,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
476,Molochna,Dolina,*,5,Dolina */5,Vasylievka,Zaporozhe,47.15,35.56,single,NA,NA,NA,NA,absent,absent,absent,absent,absent,present,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
477,Molochna,Novo-Pilipvika,1,5,Novo-Pilipvika 1/5,Vasylievka,Zaporozhe,46.95,35.49,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,supine,extended,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
478,Molochna,Novo-Pilipvika,1,17,Novo-Pilipvika 1/17,Vasylievka,Zaporozhe,46.95,35.49,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
479,Molochna,Novo-Pilipvika,3,11,Novo-Pilipvika 3/11,Vasylievka,Zaporozhe,46.95,35.49,single,NA,NA,NA,NA,absent,absent,absent,absent,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
480,Molochna,Novo-Pilipvika,4,3,Novo-Pilipvika 4/3,Vasylievka,Zaporozhe,46.95,35.49,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
481,Molochna,Troiskie,2,3,Troiskie 2/3,Vasylievka,Zaporozhe,47.06,35.45,single,female,adult,pit with niche,h elliptical,absent,present,present,present,absent,absent,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
482,Molochna,Troiskie,2,26,Troiskie 2/26,Vasylievka,Zaporozhe,47.06,35.45,single,male,adult,pit with niche,h rectangular,present,present,present,present,absent,present,supine,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
483,Molochna,Troiskie,3,1,Troiskie 3/1,Vasylievka,Zaporozhe,47.06,35.45,single,male,adult,pit with niche,h elliptical,present,present,present,absent,absent,present,supine,bent,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
484,Molochna,Troiskie,3,9,Troiskie 3/9,Vasylievka,Zaporozhe,47.06,35.45,collective,NA,NA,pit with niche,h elliptical,absent,absent,present,absent,absent,present,NA,NA,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
485,Molochna,Troiskie,3,11,Troiskie 3/11,Vasylievka,Zaporozhe,47.06,35.45,twin,NA,NA,pit with niche,h elliptical,absent,present,present,present,absent,present,NA,NA,present,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
486,Molochna,Troiskie,3,28,Troiskie 3/28,Vasylievka,Zaporozhe,47.06,35.45,twin,NA,NA,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,NA,NA,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
487,Molochna,Troiskie,4,20,Troiskie 4/20,Vasylievka,Zaporozhe,47.06,35.45,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
488,Molochna,Troiskie,4,22,Troiskie 4/22,Vasylievka,Zaporozhe,47.06,35.45,single,male,adult,pit with niche,circular,absent,present,present,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
489,Molochna,Troiskie,4,24,Troiskie 4/24,Vasylievka,Zaporozhe,47.06,35.45,single,male,adult,pit,absent,absent,absent,absent,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
490,Molochna,Veliki Tokmak,1,1,Veliki Tokmak 1/1,Vasylievka,Zaporozhe,47.25,35.7,single,female,adult,pit with niche,t rectangular,present,present,present,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
491,Molochna,Veliki Tokmak,1,"2,3","Veliki Tokmak 1/2,3",Vasylievka,Zaporozhe,47.25,35.7,single,NA,NA,pit with niche,circular,absent,absent,absent,absent,absent,present,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
492,Molochna,Veliki Tokmak,1,6,Veliki Tokmak 1/6,Vasylievka,Zaporozhe,47.25,35.7,single,NA,adult,pit with niche,circular,absent,absent,absent,absent,absent,absent,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
493,Molochna,Veliki Tokmak,1,9,Veliki Tokmak 1/9,Vasylievka,Zaporozhe,47.25,35.7,single,male,adult,pit with niche,circular,absent,absent,absent,absent,absent,present,supine,bent,present,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
494,Molochna,Veliki Tokmak,1,10,Veliki Tokmak 1/10,Vasylievka,Zaporozhe,47.25,35.7,single,male,adult,pit with niche,h rectangular,absent,present,absent,absent,absent,present,supine,extended,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
495,Molochna,Veliki Tokmak,1,18,Veliki Tokmak 1/18,Vasylievka,Zaporozhe,47.25,35.7,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,absent,supine,extended,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
496,Molochna,Veliki Tokmak,2,1,Veliki Tokmak 2/1,Vasylievka,Zaporozhe,47.25,35.7,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,absent,absent,absent,supine,extended,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
497,Molochna,Veliki Tokmak,2,2,Veliki Tokmak 2/2,Vasylievka,Zaporozhe,47.25,35.7,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,absent,absent,present,supine,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
498,Molochna,Veliki Tokmak,2,5,Veliki Tokmak 2/5,Vasylievka,Zaporozhe,47.25,35.7,single,male,adult,pit with niche,t rectangular,absent,absent,present,absent,absent,present,supine,extended,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
499,Molochna,Veliki Tokmak,2,10,Veliki Tokmak 2/10,Vasylievka,Zaporozhe,47.25,35.7,single,NA,juvenile,pit with niche,t rectangular,absent,absent,present,absent,absent,present,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
500,Molochna,Veliki Tokmak,2,13,Veliki Tokmak 2/13,Vasylievka,Zaporozhe,47.25,35.7,single,male,adult,pit with niche,t rectangular,absent,present,present,absent,absent,present,supine,bent,absent,absent,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
